003A7DCD66A6,51.881251435185,-0.418391018519
003A98339BA0,51.886863217054,-0.433054341085
003A983DEC71,51.88692875,-0.433919166667
003A983DF321,51.886896666667,-0.43361
003A98479997,51.521845606061,-0.162735606061
003A985888F0,53.479077,-2.2378915
003A9A7B12AC,51.879195297619,-0.414072678571
003A9A7B1A2B,51.879147202381,-0.413986011905
003A9A7B1EEA,51.879215694444,-0.413980972222
003A9A7BFCB4,52.477433333333,-1.897193333333
003A9AA68901,51.879341604938,-0.413998024691
003A9AAB677D,50.903452906504,-1.407935867209
004096299D20,46.7967062225,-92.079886459091
004A77E6421B,41.92465672,2.2592513
00507FF53ED0,51.879325,-0.421439166667
00562B524BB1,53.476469040404,-2.242794292929
0071CCBDD605,51.894549968553,-0.446696572327
0080486A1273,46.818787404815,-92.08578423963
0080A3BF6D9B,47.874774465209,13.008535854861
0081C4FC7E85,51.632075119048,-0.304638690476
0081D845B56A,51.09508,-0.157975555556
0081D87A052A,51.522461724138,-0.161480689655
008EF26D5B00,51.887591007752,-0.440233837209
008EF2AE7CEA,51.87847,-0.509790555556
008EF2C868F4,51.887944444444,-0.426288333333
008EF2DFB6C8,51.8954225,-0.451565833333
00904C05A4A4,51.739803666667,-0.396119333333
00907F358EA1,53.403799666667,-1.406788
00907FECCB20,51.684418,-0.317635666667
0091F9039784,51.879972222222,-0.41758125
0091F9180B28,51.875927222222,-0.420936666667
0091F9283090,53.47800069209,-2.238109081921
0091F94F9904,52.464136666667,-1.840276666667
0091F96D56BC,51.521490208333,-0.157112708333
0091F97597BC,51.917054166667,-0.4717475
0091F9800AF4,53.478546140351,-2.245194210526
0091F985956C,51.538231875,0.080037916667
00A6CA3BADD1,52.475255833333,-1.888113333333
00A6CA81AFF2,50.904265,-1.40441
00AC54C5AB12,51.507702,-0.01853
00AC54EC8ADA,50.938145555556,-0.271883888889
00AF1F351462,52.585270333333,-2.078235666667
00BE7567C62F,50.904026666667,-1.404968333333
00D02DB266B3,47.774238938636,-96.606571125455
00E0201D5DD0,51.879180555556,-0.416385555556
00E0205CF3CF,51.890748333333,-0.435434444444
00E02092D7A2,52.584091111111,-2.076279444444
00E04C3804CF,51.708405416667,-0.383096666667
00E16D558121,50.902295,-1.396844166667
00F28B87625F,51.879491041667,-0.416784583333
00F663BBA990,50.953193095238,-1.403483095238
00FEC82D7B02,51.550181904762,-0.138336666667
00FEC8926D0E,51.750466666667,-0.327805555556
00FEF4037320,50.917424444444,-1.383333888889
0203D805B272,51.909071344937,-0.487331144515
02156DF8F675,45.295349586724,6.58038222931
021599B577CF,50.911975555556,-1.400545
02181A0415C2,53.478188125,-2.2454353125
02184A2D5460,51.664680980392,-0.360851176471
02184A5B3AB0,51.876043055556,-0.411138611111
02184A89B2D1,53.480364710145,-2.242766256039
02184A8B1ED2,51.892126117886,-0.454097926829
02184A93FD3F,51.89520676,-0.45645558
